,year,gw_codes,country,armedforces_share,armedforces_share_id,milex_share,milex_share_id,corruption,corruption_id,effectiveness,effectiveness_id,polvio,polvio_id,regu,regu_id,law,law_id,account,account_id,tax,tax_id,broadband,broadband_id,telephone,telephone_id,internet_use,internet_use_id,mobile,mobile_id,polyarchy,libdem,libdem_id,partipdem,delibdem,egaldem,civlib,phyvio,pollib,privlib,execon,execon_id,exgender,exgender_id,exgeo,exgeo_id,expol,expol_id,exsoc,exsoc_id,shutdown,shutdown_id,filter,filter_id,tenure_months,tenure_months_id,dem_duration,dem_duration_id,elections,elections_id,lastelection,lastelection_id
4856,1994,710,China,0.44088932028563,0,1.69347959870483,0,-0.271189510822296,1,-0.348653882741928,1,-0.0978488251566887,1,-0.266652703285217,1,-0.545589983463287,1,-1.36154520511627,1,8.45243795005463,1,0.00178484,1,2.26,0,0.00117,0,0.129878018,0,0.101,0.067,0,0.038,0.124,0.114,0.248,0.41,0.174,0.147,0.483,0,0.528,0,0.673,0,0.68,0,0.625,0,-1.742,1,-2.46,1,172.0,0,0.0,0,1,0,2.302585,0
4857,1995,710,China,0.615280913562665,0,1.68623388691537,0,-0.271189510822296,1,-0.348653882741928,1,-0.0978488251566887,1,-0.266652703285217,1,-0.545589983463287,1,-1.36154520511627,1,8.45243795005463,1,0.00178484,1,3.34,0,0.00495,0,0.29791213,0,0.101,0.068,0,0.039,0.131,0.114,0.251,0.41,0.175,0.161,0.483,0,0.528,0,0.677,0,0.68,0,0.625,0,-1.742,1,-2.46,1,184.0,0,0.0,0,0,0,3.091043,0
4858,1996,710,China,0.609558412196716,0,1.65272667000964,0,-0.271189510822296,0,-0.348653882741928,0,-0.0978488251566887,0,-0.266652703285217,0,-0.545589983463287,0,-1.36154520511627,0,8.45243795005463,1,0.00178484,1,4.46,0,0.0131,0,0.557926117,0,0.102,0.069,0,0.041,0.131,0.114,0.266,0.426,0.187,0.169,0.483,0,0.528,0,0.677,0,0.68,0,0.625,0,-1.742,1,-2.46,1,196.0,0,0.0,0,0,0,3.526361,0
4859,1997,710,China,0.53024644364475,0,1.63265067284541,0,-0.31257225573062897,1,-0.27371858805418,1,-0.24597702547907835,1,-0.267180547118187,1,-0.511197671294212,1,-1.3994914889335601,1,8.45243795005463,1,0.00178484,1,5.66,0,0.0324,0,1.069072913,0,0.102,0.069,0,0.039,0.131,0.115,0.266,0.426,0.187,0.169,0.481,0,0.528,0,0.677,0,0.68,0,0.627,0,-1.742,1,-2.46,1,11.0,0,0.0,0,0,0,3.828641,0
4860,1998,710,China,0.550430703884603,0,1.65508069090551,0,-0.353955000638962,0,-0.198783293366432,0,-0.394105225801468,0,-0.267708390951157,0,-0.476805359125137,0,-1.43743777275085,0,8.45243795005463,1,0.00178484,1,6.99,0,0.169,0,1.913884263,0,0.102,0.07,0,0.039,0.131,0.114,0.265,0.426,0.187,0.167,0.483,0,0.528,0,0.677,0,0.68,0,0.634,0,-1.742,1,-2.46,1,23.0,0,0.0,0,1,0,2.302585,0
4861,1999,710,China,0.545385546006086,0,1.87146591412577,0,-0.2812518551945685,1,-0.1788130849599835,1,-0.302011050283909,1,-0.2963317930698395,1,-0.4964612573385235,1,-1.4107591509819,1,8.45243795005463,1,0.00178484,1,8.63,0,0.708,0,3.448689963,0,0.102,0.069,0,0.042,0.131,0.111,0.264,0.426,0.187,0.166,0.483,0,0.528,0,0.677,0,0.68,0,0.634,0,-1.742,1,-2.46,1,35.0,0,0.0,0,0,0,3.091043,0
4862,2000,710,China,0.553167808830864,0,1.83575968454189,0,-0.208548709750175,0,-0.158842876553535,0,-0.20991687476635,0,-0.324955195188522,0,-0.51611715555191,0,-1.38408052921295,0,8.45243795005463,1,0.00178484,0,11.4,0,1.78,0,6.7156,0,0.101,0.07,0,0.042,0.14,0.108,0.272,0.426,0.183,0.202,0.503,0,0.449,0,0.613,0,0.69,0,0.579,0,-1.742,0,-2.46,0,47.0,0,0.0,0,0,0,3.526361,0
4863,2001,710,China,0.53217598586621,0,1.98308624365796,0,-0.383223138749599,1,-0.1409700401127335,1,-0.268772028386593,1,-0.4538605362176895,1,-0.516573458909988,1,-1.489136815071105,1,8.45243795005463,1,0.0262981,0,14.1,0,2.64,0,11.3253,0,0.101,0.07,0,0.043,0.148,0.108,0.273,0.427,0.185,0.202,0.503,0,0.449,0,0.613,0,0.69,0,0.579,0,-1.742,0,-2.46,0,59.0,0,0.0,0,0,0,3.828641,0
4864,2002,710,China,0.519327553194707,0,2.05936465293746,0,-0.557897567749023,0,-0.123097203671932,0,-0.327627182006836,0,-0.582765877246857,0,-0.517029762268066,0,-1.59419310092926,0,8.45243795005463,1,0.256319,0,16.6,0,4.6,0,16.0083,0,0.101,0.073,0,0.046,0.157,0.108,0.282,0.427,0.193,0.209,0.498,0,0.449,0,0.613,0,0.69,0,0.578,0,-1.742,0,-2.46,0,71.0,0,0.0,0,0,0,4.060443,0
4865,2003,710,China,0.50973109071064,0,1.99628893565843,0,-0.395265489816666,0,-0.147587299346924,0,-0.56535792350769,0,-0.392048835754395,0,-0.553043842315674,0,-1.51242911815643,0,8.45243795005463,1,0.866656,0,20.3,0,6.2,0,20.8536,0,0.103,0.073,0,0.054,0.165,0.115,0.3,0.478,0.199,0.209,0.498,0,0.449,0,0.613,0,0.69,0,0.578,0,-1.742,0,-2.46,0,10.0,0,0.0,0,1,0,2.302585,0
4866,2004,710,China,0.504069546079266,0,1.93850823279804,0,-0.565061569213867,0,-0.109930388629436,0,-0.39068067073822,0,-0.346228837966919,0,-0.585468709468842,0,-1.4624639749527,0,8.45243795005463,1,1.91534,0,23.9,0,7.3,0,25.7141,0,0.103,0.073,0,0.053,0.167,0.111,0.3,0.478,0.198,0.213,0.511,0,0.449,0,0.613,0,0.69,0,0.578,0,-1.742,0,-2.46,0,22.0,0,0.0,0,0,0,3.091043,0
4867,2005,710,China,0.49770341485831,0,1.87185802294835,0,-0.617887735366821,0,-0.140640497207642,0,-0.501756608486176,0,-0.183769479393959,0,-0.650172889232635,0,-1.50078511238098,0,8.45243795005463,0,2.85109,0,26.8,0,8.52,0,30.0304,0,0.094,0.056,0,0.051,0.156,0.104,0.292,0.479,0.17,0.212,0.498,0,0.449,0,0.613,0,0.69,0,0.594,0,-1.451,0,-2.46,0,34.0,0,0.0,0,0,0,3.526361,0
4868,2006,710,China,0.473128943510878,0,1.8695916362794,0,-0.51888769865036,0,0.0357880145311356,0,-0.540030121803284,0,-0.258387207984924,0,-0.699893414974213,0,-1.74897027015686,0,8.9294828249282,0,3.85819,0,27.9,0,10.5,0,34.9802,0,0.094,0.055,0,0.051,0.162,0.105,0.292,0.479,0.17,0.212,0.498,0,0.449,0,0.599,0,0.69,0,0.594,0,-1.451,0,-2.588,0,46.0,0,0.0,0,0,0,3.828641,0
4869,2007,710,China,0.376392584066729,0,1.75016458545192,0,-0.599234640598297,0,0.165997371077538,0,-0.500553727149963,0,-0.233363419771194,0,-0.597397744655609,0,-1.72125017642975,0,9.62573731753299,0,5.0093,0,27.6,0,16.0,0,41.2808,0,0.094,0.056,0,0.051,0.164,0.105,0.292,0.479,0.17,0.217,0.498,0,0.449,0,0.58,0,0.69,0,0.611,0,-1.451,0,-2.588,0,58.0,0,0.0,0,0,0,4.060443,0
4870,2008,710,China,0.374782622506495,0,1.71604254580499,0,-0.526307642459869,0,0.165779024362564,0,-0.49308842420578,0,-0.21839340031147,0,-0.479174673557281,0,-1.69949722290039,0,9.94341352833548,0,6.21365,0,25.5,0,22.6,0,48.0758,0,0.094,0.057,0,0.05,0.161,0.105,0.292,0.479,0.17,0.217,0.498,0,0.449,0,0.58,0,0.69,0,0.611,0,-1.451,0,-2.588,0,70.0,0,0.0,0,1,0,2.302585,0
4871,2009,710,China,0.381407001570308,0,1.89352379603523,0,-0.519456624984741,0,0.0932420492172241,0,-0.451781332492828,0,-0.298093944787979,0,-0.46321377158165,0,-1.7011684179306,0,10.1348503817539,0,7.74497,0,23.4,0,28.9,0,55.6575,0,0.094,0.057,0,0.051,0.164,0.107,0.287,0.464,0.171,0.215,0.498,0,0.449,0,0.58,0,0.705,0,0.611,0,-1.472,0,-2.588,0,82.0,0,0.0,0,0,0,3.091043,0
4872,2010,710,China,0.380553283226746,0,1.73351986212832,0,-0.570009887218475,0,0.0918448567390442,0,-0.65706068277359,0,-0.320954978466034,0,-0.472601860761642,0,-1.68054747581482,0,10.0382796577366,0,9.34748,0,21.8,0,34.3,0,63.5563,0,0.094,0.056,0,0.052,0.162,0.107,0.285,0.464,0.169,0.213,0.502,0,0.396,0,0.553,0,0.705,0,0.611,0,-1.442,0,-2.588,0,94.0,0,0.0,0,0,0,3.526361,0
4873,2011,710,China,0.378400668336015,0,1.65908251595704,0,-0.514727592468262,0,0.0836087092757225,0,-0.602054834365845,0,-0.259136259555817,0,-0.453809976577759,0,-1.63760912418365,0,10.1512000219484,0,11.5043,0,21.0,0,38.3,0,72.5052,0,0.094,0.055,0,0.052,0.164,0.11,0.279,0.449,0.165,0.213,0.483,0,0.396,0,0.52,0,0.693,0,0.446,0,-1.442,0,-2.588,0,106.0,0,0.0,0,0,0,3.828641,0
4874,2012,710,China,0.384199399329078,0,1.70094267160117,0,-0.438275933265686,0,0.0153677640482783,0,-0.538782060146332,0,-0.28433284163475,0,-0.545384466648102,0,-1.63794147968292,0,10.0894667610088,0,12.7916,0,20.3,0,42.3,0,81.2076,0,0.094,0.055,0,0.049,0.162,0.108,0.283,0.464,0.166,0.202,0.485,0,0.396,0,0.52,0,0.693,0,0.439,0,-0.961,0,-2.588,0,2.0,0,0.0,0,0,0,4.060443,0
4875,2013,710,China,0.384086617211992,0,1.7143409229625,0,-0.355887651443481,0,-0.0051206895150244,0,-0.543789923191071,0,-0.331608176231384,0,-0.52588939666748,0,-1.63152050971985,0,9.7321625039509,0,13.6989,0,19.4,0,45.8,0,89.1302,0,0.087,0.053,0,0.045,0.15,0.099,0.262,0.445,0.126,0.207,0.48,0,0.394,0,0.52,0,0.704,0,0.452,0,-0.961,0,-2.588,0,14.0,0,0.0,0,1,0,2.397895,0
4876,2014,710,China,0.383535873912637,0,1.73840928794394,0,-0.337719589471817,0,0.354851633310318,0,-0.522584021091461,0,-0.331334412097931,0,-0.396053194999695,0,-1.61678075790405,0,9.49826837509792,0,14.4445,0,18.0,0,47.9,0,92.6612,0,0.084,0.053,0,0.045,0.154,0.098,0.244,0.414,0.109,0.196,0.489,0,0.395,0,0.52,0,0.704,0,0.462,0,-0.961,0,-2.588,0,26.0,0,0.0,0,0,0,3.135494,0
4877,2015,710,China,0.363984596555959,0,1.77677106896806,0,-0.299921870231628,0,0.417423009872437,0,-0.552559673786163,0,-0.354117453098297,0,-0.408455699682236,0,-1.66078317165375,0,9.19468038601503,0,19.8438,0,16.5,0,50.3,0,92.5401,0,0.081,0.052,0,0.041,0.149,0.098,0.259,0.478,0.095,0.196,0.489,0,0.395,0,0.52,0,0.704,0,0.461,0,-0.961,0,-2.588,0,38.0,0,0.0,0,0,0,3.555348,0
4878,2016,710,China,0.345100080816164,0,1.7688865902507,0,-0.268094301223755,0,0.356383770704269,0,-0.502221345901489,0,-0.314001739025116,0,-0.32396873831749,0,-1.5593478679657,0,8.94556190414739,0,22.9761,0,14.7,0,53.2,0,97.2139,0,0.08,0.053,0,0.041,0.148,0.099,0.252,0.478,0.079,0.189,0.489,0,0.395,0,0.52,0,0.704,0,0.457,0,-0.961,0,-2.726,0,50.0,0,0.0,0,0,0,3.850147,0
4879,2017,710,China,0.345882346134508,0,1.71124264388853,0,-0.291626125574112,0,0.416875630617142,0,-0.232558101415634,0,-0.179426416754723,0,-0.255178093910217,0,-1.50353038311005,0,9.24872439343925,0,27.9101,0,13.7,0,54.3,0,104.073,0,0.078,0.05,0,0.04,0.14,0.099,0.246,0.478,0.075,0.177,0.489,0,0.392,0,0.47,0,0.704,0,0.457,0,-0.961,0,-2.726,0,62.0,0,0.0,0,1,0,1.098612,0
4880,2018,710,China,0.346905339462463,0,1.67357820944542,0,-0.286848217248917,0,0.496678441762924,0,-0.298572480678558,0,-0.22858552634716,0,-0.186479195952415,0,-1.45938873291016,0,8.89089034445248,0,28.7089,0,13.5,0,59.2,0,116.229,0,0.077,0.049,0,0.038,0.129,0.095,0.218,0.42,0.062,0.161,0.489,0,0.392,0,0.515,0,0.704,0,0.502,0,-0.961,0,-2.726,0,74.0,0,0.0,0,0,0,2.70805,0
4881,2019,710,China,0.326705381567985,0,1.68291101151296,0,-0.312614381313324,0,0.544862508773804,0,-0.259780675172806,0,-0.304319977760315,0,-0.261681526899338,0,-1.62690627574921,0,8.32942550168391,0,31.5611,0,13.4,0,64.1,0,122.67,0,0.075,0.048,0,0.039,0.119,0.094,0.211,0.429,0.052,0.146,0.489,0,0.392,0,0.515,0,0.704,0,0.507,0,-0.961,0,-2.921,0,86.0,0,0.0,0,0,0,3.295837,0
4882,2020,710,China,0.331880098677393,0,1.75669947098837,0,-0.0710281431674957,0,0.643971681594849,0,-0.474127858877182,0,-0.202643379569054,0,-0.102505102753639,0,-1.65635871887207,0,7.92409749807608,0,33.907,0,12.8,0,70.1,0,120.497,0,0.076,0.043,0,0.039,0.116,0.093,0.196,0.393,0.057,0.128,0.485,0,0.393,0,0.481,0,0.66,0,0.502,0,-0.834,0,-2.921,0,98.0,0,0.0,0,0,0,3.663562,0
4883,2021,710,China,0.331880098677393,1,1.60525971842503,0,0.0302335843443871,0,0.80791163444519,0,-0.516462862491608,0,-0.332243531942368,0,0.0102688856422901,0,-1.64127457141876,0,7.79829641266187,0,37.5612,0,12.7,0,73.1,0,121.492,0,0.077,0.044,0,0.038,0.116,0.096,0.194,0.393,0.059,0.117,0.485,0,0.4,0,0.481,0,0.707,0,0.487,0,-0.573,0,-2.884,0,98.0,1,0.0,1,0,1,3.663562,1
4884,2022,710,China,0.331880098677393,1,1.62314627775085,0,0.0160636715590954,0,0.494212538003922,0,-0.45127671957016,0,-0.418417632579803,0,-0.04217629134655,0,-1.60137104988098,0,7.51799464421188,0,41.3736,0,12.6,0,75.6,0,124.195,0,0.075,0.043,0,0.04,0.096,0.086,0.175,0.356,0.045,0.113,0.43,0,0.411,0,0.467,0,0.588,0,0.511,0,-0.375,0,-2.884,0,98.0,1,0.0,1,0,1,3.663562,1
4885,2023,710,China,0.331880098677393,1,1.66533914524613,0,-0.0053701046854257,0,0.679014027118683,0,-0.513097047805786,0,-0.356507807970047,0,-0.0401299707591534,0,-1.50455415248871,0,7.6382330077989,0,44.7289,0,12.2,0,77.5,0,128.247,0,0.074,0.037,0,0.036,0.103,0.085,0.172,0.356,0.038,0.113,0.448,0,0.45,0,0.485,0,0.657,0,0.541,0,-0.452,0,-2.884,0,98.0,1,0.0,1,0,1,3.663562,1
4886,1989,712,Mongolia,4.52911370906106,1,6.25119508141262,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,11.0813657403444,1,0.00197764,1,2.68763335,0,0.0,1,0.0,0,0.185,0.059,0,0.042,0.069,0.214,0.166,0.35,0.102,0.032,0.285,0,0.351,0,0.366,0,0.504,0,0.42,0,1.407,1,1.231,1,65.0,0,0.0,0,0,0,3.7612,0
4887,1990,712,Mongolia,4.52911370906106,0,4.28138537530827,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,11.0813657403444,1,0.00197764,1,3.07,0,0.0,0,0.0,0,0.378,0.237,0,0.159,0.283,0.321,0.5,0.635,0.579,0.287,0.278,0,0.325,0,0.343,0,0.286,0,0.298,0,1.407,1,1.231,1,10.0,0,0.0,0,0,0,4.007333,0
4888,1991,712,Mongolia,4.17366765757615,0,3.2315351247489,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,11.0813657403444,1,0.00197764,1,3.11,0,0.0017620000000000001,1,0.0,0,0.561,0.4,0,0.244,0.457,0.443,0.632,0.751,0.795,0.363,0.268,0,0.31,0,0.315,0,0.225,0,0.244,0,1.407,1,1.231,1,22.0,0,0.0,0,0,0,4.204693,0
4889,1992,712,Mongolia,2.76820622872765,0,1.90943719983615,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,11.0813657403444,0,0.00197764,1,3.09,0,0.0035240000000000002,1,0.0,0,0.668,0.536,0,0.382,0.563,0.567,0.868,0.879,0.922,0.815,0.241,0,0.233,0,0.284,0,0.141,0,0.149,0,1.407,1,1.231,1,34.0,0,0.0,0,0,0,4.369448,0
4890,1993,712,Mongolia,2.34003580254778,0,1.71236270542572,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,17.5173290209183,0,0.00197764,1,2.92,0,0.005286000000000001,1,0.0,0,0.71,0.577,0,0.407,0.609,0.603,0.905,0.879,0.917,0.934,0.222,0,0.211,0,0.241,0,0.135,0,0.14,0,1.407,1,1.231,1,46.0,0,0.4054651,0,1,0,1.94591,0
4891,1994,712,Mongolia,2.28896970930085,0,1.65435558131062,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,11.3241649294688,0,0.00197764,1,3.0,0,0.0070480000000000004,1,0.0,0,0.71,0.582,0,0.412,0.609,0.603,0.905,0.879,0.917,0.934,0.222,0,0.211,0,0.241,0,0.135,0,0.14,0,1.407,1,1.231,1,58.0,0,0.9162908,0,0,0,2.944439,0
4892,1995,712,Mongolia,3.86110931781275,0,1.62050592646532,0,0.111758477985859,1,-0.378730356693268,1,0.747216463088989,1,-0.173729807138443,1,0.201410368084908,1,0.423779755830765,1,9.77395635608051,0,0.00197764,1,3.33,0,0.00881,0,0.0,0,0.71,0.582,0,0.412,0.609,0.603,0.905,0.879,0.917,0.934,0.222,0,0.211,0,0.241,0,0.135,0,0.14,0,1.407,1,1.231,1,70.0,0,1.252763,0,0,0,3.433987,0
4893,1996,712,Mongolia,4.04800572279257,0,1.77694736936813,0,0.111758477985859,0,-0.378730356693268,0,0.747216463088989,0,-0.173729807138443,0,0.201410368084908,0,0.423779755830765,0,9.60234781614151,0,0.00197764,1,3.54,0,0.0182,0,0.038183598,0,0.703,0.59,0,0.408,0.603,0.593,0.905,0.879,0.917,0.934,0.233,0,0.211,0,0.241,0,0.15,0,0.14,0,1.407,1,1.231,1,82.0,0,1.504077,0,0,0,3.7612,0
4894,1997,712,Mongolia,1.75524157542945,0,1.63873482170006,0,0.111082423478365,1,-0.33520744740963,1,0.5499525666236875,1,-0.167450651526451,1,0.22220495343208352,1,0.49162577092647547,1,10.5724331514759,0,0.00197764,1,3.65,0,0.113,0,0.083971129,0,0.712,0.597,0,0.412,0.61,0.601,0.911,0.879,0.934,0.934,0.227,0,0.211,0,0.241,0,0.15,0,0.14,0,1.407,1,1.231,1,7.0,0,1.704748,0,1,0,2.079442,0
4895,1998,712,Mongolia,1.94947421533663,0,1.90653754569999,0,0.110406368970871,0,-0.291684538125992,0,0.352688670158386,0,-0.161171495914459,0,0.242999538779259,0,0.559471786022186,0,8.35867208733412,0,0.00197764,1,4.28,0,0.146,0,0.375527826,0,0.712,0.597,0,0.405,0.61,0.601,0.886,0.799,0.934,0.934,0.227,0,0.211,0,0.241,0,0.15,0,0.15,0,1.407,1,1.231,1,19.0,0,1.871802,0,0,0,2.995732,0
4896,1999,712,Mongolia,1.81531861625946,0,1.8350123058221,0,-0.07807463407516499,1,-0.3087356984615325,1,0.5872783958911896,1,-0.167170040309429,1,0.12175401247804996,1,0.47133725881576494,1,9.80581787762116,0,0.00197764,1,4.25,0,0.508,0,1.423190067,0,0.712,0.603,0,0.405,0.61,0.597,0.921,0.907,0.934,0.934,0.227,0,0.211,0,0.241,0,0.15,0,0.15,0,1.407,1,1.231,1,31.0,0,2.014903,0,0,0,3.465736,0
4897,2000,712,Mongolia,1.75849119297984,0,2.02248060815309,0,-0.266555637121201,0,-0.325786858797073,0,0.821868121623993,0,-0.173168584704399,0,0.0005084861768409,0,0.383202731609344,0,13.9101606963282,0,0.00197764,1,4.79,0,1.26,0,6.29689,0,0.677,0.549,0,0.387,0.589,0.546,0.914,0.903,0.915,0.934,0.276,0,0.211,0,0.253,0,0.186,0,0.182,0,1.407,0,1.231,0,43.0,0,2.140066,0,0,0,3.78419,0
4898,2001,712,Mongolia,1.70625777891296,0,1.78165840784985,0,-0.12033750582486416,1,-0.22045175731182098,1,0.9964233338832864,1,-0.138199247419834,1,0.12071575172012645,1,0.38075205683708147,1,14.6620591872387,0,0.00197764,0,5.02,0,1.65,0,7.8702,0,0.661,0.537,0,0.379,0.579,0.534,0.914,0.903,0.915,0.934,0.276,0,0.211,0,0.253,0,0.186,0,0.152,0,1.407,0,1.231,0,55.0,0,2.251292,0,1,0,2.079442,0
4899,2002,712,Mongolia,1.65733947192894,0,1.79556721143698,0,0.0258806254714727,0,-0.115116655826569,0,1.17097854614258,0,-0.103229910135269,0,0.240923017263412,0,0.378301382064819,0,13.3692402225643,0,0.00359989,0,5.12,0,2.04,0,8.63974,0,0.669,0.543,0,0.384,0.587,0.54,0.914,0.903,0.915,0.934,0.276,0,0.211,0,0.253,0,0.186,0,0.152,0,1.407,0,1.231,0,67.0,0,2.351375,0,0,0,2.995732,0
4900,2003,712,Mongolia,1.56448190399428,0,1.50969431652769,0,-0.221844956278801,0,-0.214628025889397,0,0.963294148445129,0,-0.560890138149261,0,0.298580944538116,0,0.32553905248642,0,18.0387455713481,0,0.0198271,0,5.48,0,3.432,1,12.6497,0,0.67,0.551,0,0.383,0.586,0.539,0.914,0.903,0.915,0.934,0.276,0,0.211,0,0.253,0,0.186,0,0.152,0,1.407,0,1.231,0,79.0,0,2.442347,0,0,0,3.465736,0
4901,2004,712,Mongolia,1.45045394373592,0,1.38273006263926,0,-0.2694111764431,0,-0.375969409942627,0,0.775293171405792,0,-0.495305836200714,0,0.178830370306969,0,0.272552013397217,0,21.5958219404612,1,0.0353942,0,5.74,0,4.824,1,16.8592,0,0.673,0.547,0,0.386,0.596,0.531,0.914,0.903,0.915,0.934,0.272,0,0.211,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,91.0,0,2.525729,0,0,0,3.78419,0
4902,2005,712,Mongolia,1.51322845399123,0,1.01728588491723,0,-0.604816973209381,0,-0.373126298189163,0,0.878712356090546,0,-0.491697430610657,0,-0.218004077672958,0,0.0695406645536423,0,25.1528983095743,1,0.0702176,0,6.09,0,6.215999999999999,1,21.7365,0,0.677,0.55,0,0.387,0.598,0.534,0.914,0.903,0.914,0.934,0.272,0,0.211,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,7.0,0,2.60269,0,1,0,2.079442,0
4903,2006,712,Mongolia,1.48162278439518,0,0.961656696108958,0,-0.587645471096039,0,-0.489525705575943,0,0.646906971931458,0,-0.321416348218918,0,-0.316718906164169,0,0.253958493471146,0,28.7099746786874,0,0.135409,0,7.55,0,7.608,1,29.9796,0,0.687,0.56,0,0.392,0.607,0.543,0.914,0.903,0.917,0.934,0.272,0,0.211,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,19.0,0,2.674149,0,0,0,2.995732,0
4904,2007,712,Mongolia,1.45170012230574,0,1.05327216611992,0,-0.613750696182251,0,-0.537642061710358,0,0.668377757072449,0,-0.283821403980255,0,-0.340681046247482,0,0.314249187707901,0,23.4791764785419,0,0.283554,0,7.03,0,9.0,0,45.8052,0,0.687,0.56,0,0.392,0.607,0.543,0.914,0.903,0.917,0.934,0.272,0,0.211,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,31.0,0,2.74084,0,0,0,3.465736,0
4905,2008,712,Mongolia,1.53013097921182,0,0.823306745414827,0,-0.664763152599335,0,-0.523842573165894,0,0.539784848690033,0,-0.351098924875259,0,-0.334849029779434,0,0.268697589635849,0,21.6518153603901,0,1.23382,0,7.61,0,9.8,0,66.9284,0,0.661,0.535,0,0.381,0.587,0.525,0.898,0.861,0.909,0.934,0.272,0,0.217,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,43.0,0,2.80336,0,0,0,3.78419,0
4906,2009,712,Mongolia,1.51095486198042,0,0.629698225139809,0,-0.761497497558594,0,-0.663388073444366,0,0.609987437725067,0,-0.306162863969803,0,-0.263375490903854,0,0.125629633665085,0,16.5402944034255,0,1.50364,0,7.09,0,10.0,0,84.3808,0,0.66,0.537,0,0.382,0.593,0.521,0.913,0.905,0.915,0.934,0.273,0,0.217,0,0.253,0,0.171,0,0.179,0,1.407,0,1.124,0,7.0,0,2.862201,0,1,0,2.079442,0
4907,2010,712,Mongolia,1.48200867319727,0,0.762997245666295,0,-0.733134984970093,0,-0.561575889587402,0,0.597042262554169,0,-0.258041173219681,0,-0.364841192960739,0,0.0884936228394508,0,19.5931192505774,0,2.84092,0,7.15,0,10.2,0,92.9208,0,0.677,0.556,0,0.396,0.606,0.532,0.915,0.905,0.917,0.934,0.29,0,0.217,0,0.271,0,0.204,0,0.195,0,1.595,0,1.078,0,19.0,0,2.917771,0,0,0,2.995732,0
4908,2011,712,Mongolia,1.43385908166328,0,0.837270236688781,0,-0.696974515914917,0,-0.575659573078156,0,0.606538891792297,0,-0.238061502575874,0,-0.262269258499146,0,0.0520602315664291,0,18.466991091551,0,3.42608,0,6.83,0,12.5,0,107.181,0,0.684,0.563,0,0.4,0.612,0.539,0.915,0.905,0.917,0.934,0.29,0,0.217,0,0.271,0,0.204,0,0.195,0,1.595,0,1.078,0,31.0,0,2.970414,0,0,0,3.465736,0
4909,2012,712,Mongolia,1.41283196417321,0,0.924305618490081,0,-0.535095810890198,0,-0.626131415367126,0,0.471134811639786,0,-0.216407060623169,0,-0.367212653160095,0,0.0654749944806099,0,15.3121421838175,0,3.94086,0,6.32,0,16.4,0,120.739,0,0.691,0.569,0,0.401,0.616,0.541,0.916,0.905,0.922,0.934,0.292,0,0.217,0,0.274,0,0.226,0,0.206,0,1.595,0,1.078,0,43.0,0,3.020425,0,0,0,3.78419,0
4910,2013,712,Mongolia,1.41800641263014,0,0.822311489894261,0,-0.478146493434906,0,-0.539035797119141,0,0.491320788860321,0,-0.332616418600082,0,-0.362200379371643,0,0.108922056853771,0,15.7312080369785,0,4.89954,0,6.16,0,17.7,0,100.901,0,0.691,0.556,0,0.401,0.587,0.532,0.906,0.894,0.915,0.921,0.317,0,0.222,0,0.274,0,0.226,0,0.213,0,1.595,0,1.078,0,55.0,0,3.068053,0,1,0,1.94591,0
4911,2014,712,Mongolia,1.39335092936507,0,0.85972525833079,0,-0.472313284873962,0,-0.426087707281113,0,0.791901171207428,0,-0.277615696191788,0,-0.330989390611649,0,0.241448745131493,0,12.9016342446788,0,6.77118,0,7.84,0,19.9,0,103.92,0,0.692,0.553,0,0.403,0.587,0.532,0.895,0.894,0.915,0.888,0.313,0,0.223,0,0.274,0,0.226,0,0.214,0,1.595,0,1.078,0,67.0,0,3.113515,0,0,0,2.944439,0
4912,2015,712,Mongolia,1.37488902681426,0,0.875507832442284,0,-0.517774403095245,0,-0.448192268610001,0,0.711831986904144,0,-0.368251025676727,0,-0.389925420284271,0,0.270105838775635,0,11.8941379230625,0,6.98959,0,8.59,0,22.5,0,103.078,0,0.675,0.543,0,0.378,0.572,0.527,0.896,0.894,0.91,0.899,0.314,0,0.209,0,0.273,0,0.226,0,0.214,0,1.595,0,1.078,0,79.0,0,3.157,0,0,0,3.433987,0
